id,firstName,lastName,team,weight,height,jersey,year,position,homeCity,homeState,homeCountry,homeLatitude,homeLongitude,homeCountyFIPS,recruitIds,recruitId,stars,rating
-1044117,Christian,Irving,Wyoming,208.0,71.0,12.0,2015,LB,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0,['140821'],140821.0,2.0,0.7793
-1044112,Davion,Freeman,Wyoming,169.0,69.0,27.0,2015,CB,Del City,OK,USA,35.442007,-97.4408709,40109.0,['140625'],140625.0,2.0,0.7885
-1044110,Du'Ryan,Ebbesen,Wyoming,309.0,74.0,60.0,2015,C,St. Croix,,U.S.,,,,,,,
-1044109,Boyd,Draeger,Wyoming,296.0,76.0,65.0,2015,C,Lakeville,MN,USA,44.650051,-93.2432791,27037.0,,,,
-1044106,Richard,Bettencourt,Wyoming,310.0,75.0,69.0,2015,G,Meridian,ID,USA,43.6086295,-116.392326,16001.0,['144415'],144415.0,2.0,0.7685
-1044092,Matt,List,Wyoming,240.0,71.0,47.0,2015,FB,Colorado Springs,CO,USA,38.8339578,-104.8253485,8041.0,,,,
-1044089,Brinkley,Jolly,Wyoming,277.0,77.0,74.0,2015,OT,Liberty,MO,USA,39.246479,-94.419079,29047.0,['144401'],144401.0,2.0,0.7685
-1044087,Brent,Gilliland,Wyoming,282.0,74.0,99.0,2015,DT,Sterling,CO,USA,40.6255415,-103.207709,8075.0,,,,
-1044086,Garrett,Gardner,Wyoming,205.0,72.0,28.0,2015,RB,St. Paul,MN,USA,44.9504037,-93.1015026,27123.0,,,,
-1044078,Pahl,Schwab,Wyoming,308.0,77.0,77.0,2015,OT,Afton,WY,USA,42.7252774,-110.9334028,56023.0,,,,
-1044071,Kaden,Jackson,Wyoming,303.0,74.0,61.0,2015,G,Kingfischer,OK,USA,,,,['140827'],140827.0,2.0,0.7793
-1043814,Walker,Williams,Wisconsin,321.0,79.0,62.0,2015,OL,Tacoma,WA,USA,47.2495798,-122.4398746,53053.0,['149992'],149992.0,3.0,0.8461
-1043813,Dan,Voltz,Wisconsin,301.0,75.0,70.0,2015,OL,Barrington,IL,USA,42.1539141,-88.1361888,17031.0,['149129'],149129.0,4.0,0.9556
-1043812,Elijah,Strong,Wisconsin,170.0,72.0,26.0,2015,CB,Oak Creek,WI,USA,42.8858503,-87.8631362,55079.0,['141141'],141141.0,2.0,0.7667
-1043811,Noah,Stengel,Wisconsin,201.0,74.0,32.0,2015,WR,Sheboygan,WI,USA,43.7508284,-87.71453,55117.0,['141797'],141797.0,2.0,0.7
-1043810,Andrew,Ruzek,Wisconsin,258.0,78.0,97.0,2015,DE,Stevens Point,WI,USA,44.5229223,-89.574111,55097.0,['139749'],139749.0,3.0,0.8296
-1043809,T.J.,Reynard,Wisconsin,170.0,70.0,11.0,2015,CB,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0,['187126'],187126.0,,
-1043808,Aidan,McNamara,Wisconsin,314.0,76.0,69.0,2015,OL,Madison,WI,USA,43.074761,-89.3837613,55025.0,['148364'],148364.0,2.0,0.7667
-1043807,Tyler,Marz,Wisconsin,325.0,79.0,61.0,2015,OL,Springfield,MN,USA,44.2385706,-94.9758156,27015.0,['154190'],154190.0,2.0,0.7583
-1043806,Jake,Keefer,Wisconsin,273.0,75.0,93.0,2015,DE,Woodville,WI,USA,44.9511414,-92.2925599,55109.0,['152373'],152373.0,4.0,0.9
-1043805,Kellen,Jones,Wisconsin,230.0,72.0,52.0,2015,ILB,Houston,TX,USA,29.7589382,-95.3676974,48201.0,,,,
-1043804,Andrew,James,Wisconsin,166.0,72.0,84.0,2015,WR,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0,['139649'],139649.0,3.0,0.8333
-1043803,Ben,Hemer,Wisconsin,299.0,78.0,79.0,2015,OL,Medford,WI,USA,45.1391437,-90.3460806,55119.0,['148992'],148992.0,2.0,0.7
-1043802,Jesse,Hayes,Wisconsin,233.0,75.0,41.0,2015,OLB,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0,,,,
-1043801,Arthur,Goldberg,Wisconsin,296.0,75.0,95.0,2015,DE,Mount Lebanon,PA,USA,40.3765,-80.0508,42003.0,['149855'],149855.0,3.0,0.855
-1043800,D.J.,Gillins,Wisconsin,198.0,75.0,7.0,2015,QB,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0,['142134'],142134.0,4.0,0.8954
-1043799,Terrance,Floyd,Wisconsin,198.0,70.0,29.0,2015,CB,Boynton Beach,FL,USA,26.5256179,-80.0666026,12099.0,['153570'],153570.0,3.0,0.8033
-1043798,Ty,DeForest,Wisconsin,220.0,72.0,54.0,2015,ILB,Marshall,WI,USA,43.1683286,-89.0667775,55025.0,,,,
-1043797,John,Damrow,Wisconsin,225.0,75.0,38.0,2015,TE,Delvan,WI,USA,,,,,,,
-1043796,Hayden,Biegel,Wisconsin,299.0,79.0,74.0,2015,OL,Wisconsin Rapids,WI,USA,44.3917589,-89.8228767,55141.0,,,,
-1043795,Ray,Ball,Wisconsin,321.0,79.0,71.0,2015,OL,Columbus,OH,USA,39.9622601,-83.0007065,39049.0,,,,
-1043794,Thad,Armstrong,Wisconsin,213.0,77.0,14.0,2015,QB,Ottawa,IL,USA,41.3516628,-88.845436,17099.0,,,,
-1043793,Bret,Verstegen,Wisconsin,183.0,71.0,37.0,2015,S,Kimberly,WI,USA,44.2717086,-88.3400807,55087.0,,,,
-1043792,Kelly,Thomas,Wisconsin,274.0,78.0,66.0,2015,DE,Racine,WI,USA,42.7260523,-87.7825242,55101.0,,,,
-1043791,Logan,Schmidt,Wisconsin,306.0,76.0,76.0,2015,OL,Gotham,WI,USA,43.2233214,-90.2915132,55103.0,,,,
-1043790,Ryan,Ramczyk,Wisconsin,314.0,78.0,65.0,2015,OL,Stevens Point,WI,USA,44.5229223,-89.574111,55097.0,,,,
-1043789,Max,Praschak,Wisconsin,210.0,74.0,41.0,2015,OLB,Somerset,WI,USA,45.1244108,-92.6735365,55109.0,,,,
-1043787,Jeremy,Patterson,Wisconsin,350.0,75.0,92.0,2015,NT,Screven,GA,USA,31.484515,-82.01712013904137,13305.0,['142380'],142380.0,3.0,0.8664
-1043786,George,Panos,Wisconsin,326.0,77.0,58.0,2015,OL,Hartland,WI,USA,43.105008,-88.3420398,55133.0,['142187'],142187.0,3.0,0.8877
-1043785,Jacob,Maxwell,Wisconsin,313.0,78.0,52.0,2015,OL,Greendale,WI,USA,42.9405711,-87.9959191,55079.0,['143953'],143953.0,2.0,0.7874
-1043783,Troy,Laufenberg,Wisconsin,189.0,70.0,29.0,2015,RB,Waunakee,WI,USA,43.1919373,-89.4556749,55025.0,,,,
-1043781,Henry,Houden,Wisconsin,204.0,76.0,82.0,2015,WR,Madison,WI,USA,43.074761,-89.3837613,55025.0,['141828'],141828.0,2.0,0.7
-1043780,Mitchell,Herl,Wisconsin,254.0,76.0,48.0,2015,TE,Middleton,WI,USA,43.0962919,-89.5119565,55025.0,,,,
-1043779,Kevin,Estes,Wisconsin,263.0,77.0,73.0,2015,OL,San Marcos,CA,USA,33.1433723,-117.1661449,6073.0,['138697'],138697.0,3.0,0.885
-1043778,Ian,Dretzka,Wisconsin,322.0,78.0,77.0,2015,OL,Delafield,WI,USA,43.0610275,-88.4040692,55133.0,,,,
-1043777,Nick,Thomas,Wisconsin,225.0,74.0,46.0,2015,ILB,Bradenton,FL,USA,27.4989278,-82.5748194,12081.0,['139532'],139532.0,3.0,0.8386
-1043776,Peter,Roy,Wisconsin,195.0,72.0,43.0,2015,WR,Muskego,WI,USA,42.905848,-88.1389779,55133.0,,,,
-1043771,Brett,Connors,Wisconsin,304.0,78.0,64.0,2015,OL,New Berlin,WI,USA,42.976453,-88.1090391,55133.0,['144689'],144689.0,2.0,0.7667
-1043766,Micah,Kapoi,Wisconsin,308.0,75.0,75.0,2015,OL,Kapolei,HI,USA,21.3340079,-158.0778491,15003.0,['144070'],144070.0,2.0,0.7819
-1043475,Evan,Winston,Western Michigan,300.0,75.0,90.0,2015,DL,Muskegon,MI,USA,43.2341813,-86.2483921,26121.0,,,,
-1043474,Blaze,Watson,Western Michigan,180.0,74.0,97.0,2015,PK,Coldwater,MI,USA,41.9403263,-85.0005215,26023.0,,,,
-1043473,Parker,Underwood,Western Michigan,240.0,76.0,48.0,2015,TE,Lansing,MI,USA,42.7337712,-84.5553805,26065.0,['140532'],140532.0,2.0,0.7914
-1043472,Jason,Sylva,Western Michigan,230.0,74.0,42.0,2015,LB,Franklin,MA,USA,42.0834313,-71.396725,25021.0,['186530'],186530.0,,
-1043471,Tyree,Stone-Davis,Western Michigan,197.0,75.0,31.0,2015,DB,Woodland Hills,CA,USA,34.1684364,-118.6058382,6037.0,,,,
-1043470,Antione,Stone,Western Michigan,179.0,71.0,29.0,2015,DB,Bedford,OH,USA,41.39311,-81.536509,39035.0,['144298'],144298.0,2.0,0.7726
-1043469,Justin,Spencer,Western Michigan,190.0,70.0,21.0,2015,DB,Oviedo,FL,USA,28.6702526,-81.2084941,12117.0,['139726'],139726.0,3.0,0.8308
-1043468,Jamar,Simpkins,Western Michigan,279.0,74.0,15.0,2015,DL,Miami,FL,USA,25.7742658,-80.1936589,12086.0,['148736'],148736.0,2.0,0.7333
-1043467,Justin,Sears-Motley,Western Michigan,194.0,70.0,22.0,2015,CB,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0,,,,
-1043466,Jonathan,Russell,Western Michigan,217.0,71.0,28.0,2015,RB,Midland,MI,USA,43.6155825,-84.2472117,26111.0,,,,
-1043465,Edward,Rolle,Western Michigan,204.0,74.0,4.0,2015,LB,Miami,FL,USA,25.7742658,-80.1936589,12086.0,['147580'],147580.0,2.0,0.7926
-1043464,Taylor,Reaume,Western Michigan,215.0,73.0,51.0,2015,LB,Saginaw,MI,USA,43.4200387,-83.9490365,26145.0,,,,
-1043463,Anthony,Rabasa,Western Michigan,250.0,,41.0,2015,DE,Miami,FL,USA,25.7742658,-80.1936589,12086.0,,,,
-1043462,Tyler,Pinkowski,Western Michigan,,,57.0,2015,LS,Southgate,MI,USA,42.2037103,-83.2067556,26163.0,,,,
-1043461,Jarrell,McKinney,Western Michigan,241.0,76.0,98.0,2015,DE,Detroit,MI,USA,42.3315509,-83.0466403,26163.0,['153813'],153813.0,2.0,0.7759
-1043460,Jack,McIntee,Western Michigan,248.0,74.0,94.0,2015,TE,Three Rivers,MI,USA,41.9442722,-85.6346222,26149.0,,,,
-1043459,Travis,Mascho,Western Michigan,197.0,68.0,41.0,2015,RB,Cement City,MI,USA,42.0700423,-84.3305042,26091.0,,,,
-1043458,James,Kristof,Western Michigan,320.0,75.0,79.0,2015,G,Lake Barrington,IL,USA,42.2125241,-88.1525798,17097.0,['153776'],153776.0,2.0,0.7811
-1043457,Jimmy,Kepouros,Western Michigan,170.0,70.0,6.0,2015,WR,Lemont,IL,USA,41.6737149,-88.0016263,17031.0,,,,
-1043456,Jon,Jackson,Western Michigan,307.0,75.0,64.0,2015,OL,Detroit,MI,USA,42.3315509,-83.0466403,26163.0,,,,
-1043455,Donte,Horton,Western Michigan,205.0,76.0,34.0,2015,DL,West Chester,OH,USA,39.3303357,-84.408275,39017.0,['139813'],139813.0,3.0,0.8261
-1043454,Kadeem,Goulbourne,Western Michigan,191.0,75.0,19.0,2015,WR,Weston,FL,USA,26.103632,-80.40310198173701,12011.0,['139686'],139686.0,3.0,0.8328
-1043453,Darryn,Gorman,Western Michigan,156.0,67.0,35.0,2015,WR,Saginaw,MI,USA,43.4200387,-83.9490365,26145.0,,,,
-1043452,Devin,Edwards,Western Michigan,170.0,70.0,47.0,2015,DB,Jackson,MI,USA,42.2465036,-84.4016963,28049.0,,,,
-1043451,Ben,Dreslinski,Western Michigan,200.0,73.0,1.0,2015,QB,Manchester,MI,USA,42.1503178,-84.0377231,26161.0,,,,
-1043450,Stephen,Dennis,Western Michigan,190.0,74.0,45.0,2015,WR,Lombard,IL,USA,41.8864687,-88.0201536,17043.0,,,,
-1043449,Grant,DePalma,Western Michigan,218.0,69.0,40.0,2015,LB,Mount Prospect,IL,USA,42.0664167,-87.9372908,17031.0,,,,
-1043448,Vernon,Coakley,Western Michigan,194.0,67.0,38.0,2015,RB,Kalamazoo,MI,USA,42.291707,-85.5872286,26077.0,,,,
-1043447,Cory,Carr,Western Michigan,270.0,73.0,69.0,2015,OL,Portage,MI,USA,42.2011538,-85.5800022,26077.0,,,,
-1043446,Joe,Boggan,Western Michigan,267.0,71.0,61.0,2015,DL,Kalamazoo,MI,USA,42.291707,-85.5872286,26077.0,,,,
-1043445,Josh,Bass,Western Michigan,302.0,76.0,76.0,2015,OL,Battle Creek,MI,USA,42.3192548,-85.1824269,26025.0,['147601'],147601.0,2.0,0.7915
-1043444,Andrew,Aurand,Western Michigan,309.0,75.0,60.0,2015,OL,Troy,MI,USA,42.6055893,-83.1499304,26125.0,,,,
-1043443,Eric,Assuoa,Western Michigan,230.0,74.0,33.0,2015,DL,Silver Spring,MD,USA,38.9959461,-77.0276231,24031.0,,,,
-1043439,Kristof,Ifkovits,Western Michigan,295.0,76.0,63.0,2015,OL,Chicago,IL,USA,41.8755616,-87.6244212,17031.0,['148771'],148771.0,2.0,0.7333
-1043436,Paul,Engram,Western Michigan,221.0,70.0,27.0,2015,LB,Detroit,MI,USA,42.3315509,-83.0466403,26163.0,['140531'],140531.0,2.0,0.7914
-1043435,Jackson,Day,Western Michigan,292.0,75.0,65.0,2015,OL,Granger,IN,USA,41.7533819,-86.1108377,18141.0,['147171'],147171.0,3.0,0.8111
-1043427,Chukwuma,Okorafor,Western Michigan,330.0,78.0,77.0,2015,OL,Southfield,MI,USA,42.4733689,-83.2218731,26125.0,['142550'],142550.0,3.0,0.8572
-1043425,Elliot,Jordan,Western Michigan,290.0,78.0,78.0,2015,OL,Kentwood,MI,USA,42.8694731,-85.6447492,26081.0,['143710'],143710.0,2.0,0.7967
-1043423,Jason,Evans,Western Michigan,195.0,70.0,96.0,2015,PK,Oswego,IL,USA,41.6789932,-88.3550216,17093.0,,,,
-1043421,Martin,Diaz,Western Michigan,215.0,70.0,99.0,2015,LS,Miami,FL,USA,25.7742658,-80.1936589,12086.0,,,,
-1043414,Zach,Novoselsky,Western Michigan,295.0,77.0,75.0,2015,OL,Lincolnshire,IL,USA,42.1900249,-87.9084039,17097.0,['143855'],143855.0,2.0,0.7893
-1043412,John,Keenoy,Western Michigan,300.0,75.0,52.0,2015,OL,Kentwood,MI,USA,42.8694731,-85.6447492,26081.0,['139683'],139683.0,3.0,0.8331
-1043410,Curtis,Doyle,Western Michigan,305.0,77.0,67.0,2015,OL,Alma,MI,USA,43.37892,-84.659727,26057.0,['143480'],143480.0,3.0,0.81
-1043147,Alex,Veneman,Western Kentucky,180.0,72.0,80.0,2015,WR,Fort Thomas,KY,USA,39.0786242,-84.4483432,21037.0,,,,
-1043146,Blair,Vaughn,Western Kentucky,235.0,73.0,41.0,2015,RB,Clearwater,FL,USA,27.9658533,-82.8001026,12103.0,,,,
-1043145,Andre,Thomas-Cobb,Western Kentucky,200.0,75.0,10.0,2015,WR,Lehigh Acres,FL,USA,26.6091509,-81.652407,12071.0,['141411'],141411.0,2.0,0.7633
-1043144,DeVante,Thomas,Western Kentucky,185.0,69.0,1.0,2015,DB,Baltimore,MD,USA,39.2908816,-76.610759,24510.0,,,,
-1043143,Devante,Terrell,Western Kentucky,290.0,72.0,98.0,2015,DL,Lakeland,FL,USA,28.0394654,-81.9498042,12105.0,['151492'],151492.0,2.0,0.7633
-1043142,Isaac,Tanner,Western Kentucky,225.0,72.0,40.0,2015,LB,Tampa,FL,USA,27.9477595,-82.458444,12057.0,,,,
-1043141,Bryan,Shorter,Western Kentucky,280.0,74.0,94.0,2015,DL,Phenix City,AL,USA,32.4709761,-85.0007653,1113.0,['154563'],154563.0,2.0,0.7333
-1043140,Reese,Ryan,Western Kentucky,180.0,74.0,13.0,2015,QB,Lexington,KY,USA,38.0464066,-84.4970393,21067.0,,,,
-1043139,Gavin,Rocker,Western Kentucky,255.0,74.0,88.0,2015,DL,Tyrone,GA,USA,33.4713249,-84.5972005,13113.0,['154516'],154516.0,2.0,0.7333
-1043138,Jontavius,Morris,Western Kentucky,305.0,74.0,3.0,2015,DL,Albany,GA,USA,31.5782062,-84.1556809,13095.0,,,,
-1043137,TJ,McCollum,Western Kentucky,230.0,75.0,6.0,2015,LB,Birmingham,AL,USA,33.5206824,-86.8024326,1073.0,,,,
-1043136,Zhock,Mason,Western Kentucky,180.0,70.0,26.0,2015,DB,Union,KY,USA,38.9458951,-84.680501,21015.0,,,,
-1043135,Scott,Liebert,Western Kentucky,280.0,75.0,65.0,2015,OL,Louisville,KY,USA,38.2542376,-85.759407,21111.0,,,,
-1043134,Julian,Leslie,Western Kentucky,255.0,75.0,53.0,2015,DL,Miami,FL,USA,25.7742658,-80.1936589,12086.0,['150901'],150901.0,2.0,0.7919
-1043131,Sheldon,Goins,Western Kentucky,210.0,76.0,93.0,2015,DL,Frankfort,KY,USA,38.2009055,-84.8732836,21073.0,,,,
-1043130,Ryan,Duvall,Western Kentucky,225.0,77.0,32.0,2015,LB,Owensboro,KY,USA,37.7742152,-87.1133304,21059.0,['144865'],144865.0,2.0,0.7585
-1043129,Chas,Dailey,Western Kentucky,180.0,72.0,46.0,2015,LS,Louisville,KY,USA,38.2542376,-85.759407,21111.0,,,,
-1043128,Forrest,Coleman,Western Kentucky,190.0,74.0,22.0,2015,DB,Stockton,CA,USA,37.9577016,-121.2907796,6077.0,['186612'],186612.0,,
-1043127,John,Brunner,Western Kentucky,190.0,75.0,8.0,2015,WR,Clearwater,FL,USA,27.9658533,-82.8001026,12103.0,,,,
-1043126,Ge'Monee,Brown,Western Kentucky,305.0,74.0,92.0,2015,DL,Petal,MS,USA,31.3465627,-89.2600605,28035.0,['186672'],186672.0,,
-1043125,Dejon,Brown,Western Kentucky,250.0,75.0,17.0,2015,LB,Beaumont,CA,USA,33.9294606,-116.977248,6065.0,['186441'],186441.0,,
-1043124,Matt,Boston,Western Kentucky,280.0,74.0,61.0,2015,OL,Glasgow,KY,USA,36.9958841,-85.9119215,21009.0,,,,
-1043123,Maurice,Bennett,Western Kentucky,290.0,74.0,78.0,2015,DL,Madison,MS,USA,32.4618086,-90.1153638,28089.0,['186946'],186946.0,,
-1043122,Darrell,"Williams, Jr.",Western Kentucky,310.0,78.0,62.0,2015,OL,Dublin,GA,USA,32.5404447,-82.903754,13175.0,,,,
-1043119,Wesley,Vollmer,Western Kentucky,220.0,76.0,84.0,2015,TE,Clearwater,FL,USA,27.9658533,-82.8001026,12103.0,,,,
-1043111,Joe,Manley,Western Kentucky,315.0,78.0,79.0,2015,OL,Bowling Green,KY,USA,36.9903199,-86.4436018,21227.0,,,,
-1043110,AJ,Jackson,Western Kentucky,175.0,71.0,36.0,2015,DB,Louisville,KY,USA,38.2542376,-85.759407,21111.0,['139917'],139917.0,3.0,0.8203
-1043109,Max,Halpin,Western Kentucky,295.0,75.0,70.0,2015,OL,Fort Mitchell,KY,USA,39.0595047,-84.5474432,21117.0,,,,
-1043107,Nolan,Dowling,Western Kentucky,230.0,72.0,47.0,2015,LS,Belleville,IL,USA,38.5200504,-89.9839935,17163.0,,,,
-1043105,Tacorian,Darden,Western Kentucky,185.0,70.0,38.0,2015,DB,Russellville,KY,USA,36.8453199,-86.887219,21141.0,,,,
-1043098,Cullen,Reynolds,Western Kentucky,325.0,77.0,73.0,2015,OL,Madisonville,KY,USA,37.3280037,-87.4986989,21107.0,['140463'],140463.0,2.0,0.795
-1043095,Matt,Nord,Western Kentucky,320.0,78.0,69.0,2015,OL,Louisville,KY,USA,38.2542376,-85.759407,21111.0,,,,
-1043090,Trae,Jones,Western Kentucky,300.0,72.0,91.0,2015,DL,Cusseta,GA,USA,32.3054268,-84.7727027,13053.0,,,,
-1043089,Hunter,Holland,Western Kentucky,285.0,74.0,77.0,2015,OL,Buford,GA,USA,34.1206564,-84.0043513,13135.0,['140979'],140979.0,2.0,0.7726
